"id","productname","sales_count","base_stock","turnover_ratio","partition_date"
4433,통흑후추65g,1,21,0.047619,"2025-04-24"
4434,튜브형 다진마늘 80g,4,69,0.057971,"2025-04-24"
4435,국산 무농약 전주콩나물 340g+60g,2,9,0.222222,"2025-04-24"
4436,[냉동/호주산] 양숄더랙 구이 600g(쯔란소스 증정),1,10,0.1,"2025-04-24"
4437,[춘백이네어부장터] 봄 도다리 쑥국세트 (손질 도다리 800g + 쑥 50g)..[32653732],1,9,0.111111,"2025-04-24"
4438,생강&매실 맛술830ml,4,26,0.153846,"2025-04-24"
4439,[냉장][노르웨이] 소금간 붉은볼락 (대 마리),2,14,0.142857,"2025-04-24"
4440,다진마늘 450g (PET),1,34,0.0294118,"2025-04-24"
4441,백설 요리올리고당 1.2kg,2,15,0.133333,"2025-04-24"
4442,[가정의 달][냉장]한우선물세트 구이3호 1등급 1.2kg (등심2팩/채끝/안심),1,7,0.142857,"2025-04-24"
4443,양파 (1.8kg),4,46,0.0869565,"2025-04-24"
4444,태국 미니 아스파라거스 (팩),1,8,0.125,"2025-04-24"
4445,서울우유 연유 500g,1,10,0.1,"2025-04-24"
4446,소소한하루 양파,1,34,0.0294118,"2025-04-24"
4447,금산 울몸애 더덕선물세트(상)(1kg/35-45뿌리),1,11,0.0909091,"2025-04-24"
4448,[세화김] 장흥 무산김으로 만든 김부각 (45g),1,8,0.125,"2025-04-24"
4449,[냉장][쉐프파트너] CAB 양념 소불고기 600g,1,8,0.125,"2025-04-24"
4450,다진마늘 240g,3,35,0.0857143,"2025-04-24"
4451,샘표 새미네부엌 오이소박이양념 120g,1,9,0.111111,"2025-04-24"
4452,세척당근 600g (3~5입),1,7,0.142857,"2025-04-24"
4453,저지방 우유 (1L2개),1,9,0.111111,"2025-04-24"
4454,명품 곱창김 캔김 선물세트 (6캔)/조미김/구운김,1,10,0.1,"2025-04-24"
4455,포켓 생율 (대) 150g,1,10,0.1,"2025-04-24"
4456,[백설] 하얀설탕 (1kg),1,15,0.0666667,"2025-04-24"
4457,청양고추(봉),3,29,0.103448,"2025-04-24"
4458,[가격 역주행]시골집 참기름 300ml,4,26,0.153846,"2025-04-24"
4459,자연촌 990 맛있는 콩나물 500g,1,10,0.1,"2025-04-24"
4460,국산 고운 고춧가루 110g,1,22,0.0454545,"2025-04-24"
4461,[딜라잇가든 ]냉동 체리(홀) 1kg x 10,1,9,0.111111,"2025-04-24"
4462,비요뜨 초코링 (138g*2개),1,10,0.1,"2025-04-24"
4463,비비고 순살 고등어구이 60g,1,8,0.125,"2025-04-24"
4464,[빙그레] 모짜렐라 피자치즈 240g (60g*4팩),1,7,0.142857,"2025-04-24"
4465,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,1,17,0.0588235,"2025-04-24"
4466,[냉동][국산] 손질 삼치살 (600g) (소금간),2,12,0.166667,"2025-04-24"
4467,향긋한 들기름 320ml,2,10,0.2,"2025-04-24"
4468,[냉동][칠레] 훈제 연어 슬라이스 (700g),1,9,0.111111,"2025-04-24"
4469,올리브유 1L,1,15,0.0666667,"2025-04-24"
4470,옛날 볶음참깨 200g,1,8,0.125,"2025-04-24"
4471,웅진 카무트 브랜드밀 현미차 1.5L,1,8,0.125,"2025-04-24"
4472,[함평한우] 다짐육 200g (1+등급),1,10,0.1,"2025-04-24"
4473,오천년의 신비 국산 꽃소금 (천일염) 400g,1,15,0.0666667,"2025-04-24"
4474,친환경 가지 2입/봉 (200g내외),1,8,0.125,"2025-04-24"
4475,양조식초 1.8L,1,7,0.142857,"2025-04-24"
4476,한재 한방미나리 (200g),1,9,0.111111,"2025-04-24"
4477,순창 재래식생된장 1kg,1,8,0.125,"2025-04-24"
4478,순수천혜염 천일염 가는소금 500g,1,11,0.0909091,"2025-04-24"
4479,해품은김 6캔 선물세트 원초80% 곱창돌김 캔김 선물세트 / 쇼핑백동봉,1,7,0.142857,"2025-04-24"
4480,[냉동][러시아] MSC인증 대구 슬라이스 (전감용 300g),1,10,0.1,"2025-04-24"
4481,한우 앞다리 다짐육 1등급 (100g) (팩),1,8,0.125,"2025-04-24"
4482,청양고추 (150g),1,24,0.0416667,"2025-04-24"
4483,샘표 새미네부엌 보쌈김치양념 90g,1,8,0.125,"2025-04-24"
4484,한가득 고수 (100g),1,10,0.1,"2025-04-24"
4485,참 진한 들기름 320ml,1,11,0.0909091,"2025-04-24"
4486,식용유900ml,1,19,0.0526316,"2025-04-24"
4487,참깨 흑임자 드레싱 (105g),1,9,0.111111,"2025-04-24"
4488,산지직송 경남 초벌 부추 1kg,1,8,0.125,"2025-04-24"
4489,국산 껍질벗긴 들깨가루 200g,1,9,0.111111,"2025-04-24"
4490,간편한감자전믹스 200g,1,7,0.142857,"2025-04-24"
4491,자연촌 990 맛있는두부 420g,1,10,0.1,"2025-04-24"
4492,크랜베리 농축 분말 가루 파우더 해썹 인증 200gx1통,1,8,0.125,"2025-04-24"
4493,[다향] 오리 고추장 주물럭용 (500g),1,6,0.166667,"2025-04-24"
4494,어울림 건강차 2종 보틀 선물세트 3호 (우엉차팥차),1,9,0.111111,"2025-04-24"
4495,헬스꼬기 지방제한 호주산 소고기 다짐육 200gX5팩,1,7,0.142857,"2025-04-24"
4496,버터 450g(해동),1,11,0.0909091,"2025-04-24"
4497,[여수산지직송] 제철맞은 싱싱한 새꼬막 5kg,1,10,0.1,"2025-04-24"
4498,친환경 팽이버섯 150g,1,8,0.125,"2025-04-24"
4499,"2배 사과 식초 900ml",1,11,0.0909091,"2025-04-24"
4500,[냉동/미국산] 우삼겹 바로구이 (1kg),1,10,0.1,"2025-04-24"
4501,흙당근 (1kg),1,21,0.047619,"2025-04-24"
4502,이맛쌀 현미5kg,1,9,0.111111,"2025-04-24"
4503,[건어물연구소] 꽃새우볶음 90g.,1,7,0.142857,"2025-04-24"
4504,슬라이스치즈 900g,1,7,0.142857,"2025-04-24"
4505,뉴질랜드 단호박 (통),1,8,0.125,"2025-04-24"
4506,피넛버터 크런치 340g,1,10,0.1,"2025-04-24"
4507,볶음깨소금 250g,1,18,0.0555556,"2025-04-24"
4508,파슬리 20g (파우치),1,9,0.111111,"2025-04-24"
4509,하루채소 새송이,1,9,0.111111,"2025-04-24"
4510,티즐 제로 피치우롱티500mL,1,9,0.111111,"2025-04-24"
4511,튀김가루 1kg,1,10,0.1,"2025-04-24"
4512,국내산 경북 흙생강 5kg(특품),1,10,0.1,"2025-04-24"
4513,냉동 삶은 홍찰 옥수수 20개(12~14cm내외),1,7,0.142857,"2025-04-24"
4514,흙대파 750g,1,56,0.0178571,"2025-04-24"
4515,태국 아스파라거스 (180g),1,10,0.1,"2025-04-24"
4516,[본사직영] 광동 솔표 위청수골드액 75ml x 20병 (무료배송),1,10,0.1,"2025-04-24"
4517,경북 상주 알찬1호 건시 곶감 선물세트 800g(20-24개입)/보자기동봉,1,8,0.125,"2025-04-24"
4518,[해동][아르헨티나] 손질 오징어 (대 마리),1,11,0.0909091,"2025-04-24"
4519,미림 900ml,1,9,0.111111,"2025-04-24"
4520,무항생제 두마리 영계 1kg (500g*2),1,7,0.142857,"2025-04-24"
4521,고대곡물 파로(엠머밀) 500g,1,10,0.1,"2025-04-24"
4522,[냉장]호주산 생 양고기 프렌치랙 800g (쯔란+시즈닝증정),1,9,0.111111,"2025-04-24"
4523,월계수잎 20g(파우치),1,10,0.1,"2025-04-24"
4524,사조 안심 닭가슴살 135g*4입,1,7,0.142857,"2025-04-24"
4525,구운땅콩 900g,1,10,0.1,"2025-04-24"
4526,미림 900ml,1,8,0.125,"2025-04-25"
4527,백설 올리고당 1.2kg,1,10,0.1,"2025-04-25"
4528,통흑후추65g,2,20,0.1,"2025-04-25"
4529,[오늘의채소] 국내산 깐 쪽파 3kg내외(3단),3,10,0.3,"2025-04-25"
4530,향이 진한 다진마늘 (200g),5,51,0.0980392,"2025-04-25"
4531,참 진한 들기름 320ml,1,10,0.1,"2025-04-25"
4532,가지 (5입/봉),1,9,0.111111,"2025-04-25"
4533,식용유1.8L,2,27,0.0740741,"2025-04-25"
4534,오뚜기 참깨칼제비 406g(2인분),1,10,0.1,"2025-04-25"
4535,혼합 7분도미 5kg,1,9,0.111111,"2025-04-25"
4536,[냉동][국산] 손질 삼치살 (600g) (소금간),2,10,0.2,"2025-04-25"
4537,[나주농장] 프리미엄 과일 선물세트 1호 7kg(사과+배),1,7,0.142857,"2025-04-25"
4538,[백설] 치킨 튀김가루 1kg,1,11,0.0909091,"2025-04-25"
4539,하루채소 대파 (200g),3,71,0.0422535,"2025-04-25"
4540,백설 올리고당 700g,1,13,0.0769231,"2025-04-25"
4541,순후추 100g,5,63,0.0793651,"2025-04-25"
4542,튜브형 다진마늘 80g,4,65,0.0615385,"2025-04-25"
4543,향긋한 들기름 320ml,1,8,0.125,"2025-04-25"
4544,친환경 가지 2입/봉 (200g내외),1,7,0.142857,"2025-04-25"
4545,식용유900ml,3,30,0.1,"2025-04-25"
4546,뉴질랜드 단호박 (통),2,7,0.285714,"2025-04-25"
4547,슈레드 모짜렐라치즈 1kg(개봉 후 냉동보관),1,8,0.125,"2025-04-25"
4548,친환경 양파 800g,2,37,0.0540541,"2025-04-25"
4549,키다리 파프리카 (봉),1,7,0.142857,"2025-04-25"
4550,뿌리가 살아있는 버터헤드,1,8,0.125,"2025-04-25"
4551,I`mperfect 감자 (1kg),1,8,0.125,"2025-04-25"
4552,참깨흑임자 드레싱 300g,1,7,0.142857,"2025-04-25"
4553,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,4,58,0.0689655,"2025-04-25"
4554,Im perfect 대파 900g,3,67,0.0447761,"2025-04-25"
4555,백설 흑설탕 1kg,2,17,0.117647,"2025-04-25"
4556,순창 재래식생된장 500g,1,10,0.1,"2025-04-25"
4557,[냉장][정다운] 1등급 태양초 고추장 오리주물럭 400g,1,7,0.142857,"2025-04-25"
4558,[세화김] 장흥 무산김으로 만든 김부각 (45g),1,7,0.142857,"2025-04-25"
4559,청양고추(봉),1,26,0.0384615,"2025-04-25"
4560,제주산 다진마늘 260g,3,48,0.0625,"2025-04-25"
4561,특등급 국산콩 투컵두부 600g,1,7,0.142857,"2025-04-25"
4562,친환경 팽이버섯 150g,1,7,0.142857,"2025-04-25"
4563,친환경 양파 1kg,1,27,0.037037,"2025-04-25"
4564,친정엄마 고춧가루 200g,4,23,0.173913,"2025-04-25"
4565,포도씨유 1L,2,11,0.181818,"2025-04-25"
4566,가시오이 (4입/봉),1,8,0.125,"2025-04-25"
4567,흙당근 (1kg),1,20,0.05,"2025-04-25"
4568,[냉동][페루산] 요리하기 좋은 반쪽 아보카도 (1kg),1,10,0.1,"2025-04-25"
4569,유기농 발아 깨소금 180g,2,19,0.105263,"2025-04-25"
4570,[SSG정담x금비][냉동]영광법성포 굴비세트 5호(굴비:10미 1.3kg이상/22~23cm내외),1,8,0.125,"2025-04-25"
4571,[오늘아침사과] 명품 사과선물세트 3kg(9과),1,8,0.125,"2025-04-25"
4572,소소한하루 깐마늘80g,1,11,0.0909091,"2025-04-25"
4573,백설 고깃집 된장찌개양념 130g,1,8,0.125,"2025-04-25"
4574,[가격 역주행]시골집 참기름 300ml,3,22,0.136364,"2025-04-25"
4575,친환경 애호박 1개 (150g내외),1,13,0.0769231,"2025-04-25"
4576,동원참치액 진 500g,3,53,0.0566038,"2025-04-25"
4577,[바로배송] 구미우 1++9등급 다온 한우 선물세트 1호 등심+안심+특수부위+살치살/각400g/총1.6kg,1,8,0.125,"2025-04-25"
4578,지구식단 얇은두부면 100g,3,8,0.375,"2025-04-25"
4579,[냉동] 야채 닭갈비 (300g),1,9,0.111111,"2025-04-25"
4580,[빙그레] 모짜렐라 피자치즈 240g (60g*4팩),2,11,0.181818,"2025-04-25"
4581,간편한김치전믹스 210g,2,9,0.222222,"2025-04-25"
4582,[필리핀산] Dole 파파야 (2입 950g),1,10,0.1,"2025-04-25"
4583,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx3병,1,15,0.0666667,"2025-04-25"
4584,정성깃든된장 1kg,1,9,0.111111,"2025-04-25"
4585,정성깃든고추장 1kg,1,7,0.142857,"2025-04-25"
4586,무항생제 닭 (볶음탕용) (1000g),1,8,0.125,"2025-04-25"
4587,청양고추 (150g),1,23,0.0434783,"2025-04-25"
4588,[냉장][국산] 우렁살 (400g/팩),1,9,0.111111,"2025-04-25"
4589,다진마늘 450g (PET),2,33,0.0606061,"2025-04-25"
4590,다담 순두부 찌개양념 140g,1,10,0.1,"2025-04-25"
4591,팽이버섯 (3입/봉),1,7,0.142857,"2025-04-25"
4592,허브맛솔트마늘양파 52g,3,37,0.0810811,"2025-04-25"
4593,국산 고운 고춧가루 110g,2,19,0.105263,"2025-04-25"
4594,파머스픽 흙대파 (봉),3,65,0.0461538,"2025-04-25"
4595,오뚜기 찹쌀쑥 호떡믹스 300g,1,7,0.142857,"2025-04-25"
4596,와비 사비 스페이스 버블스 로제 750mL,1,9,0.111111,"2025-04-25"
4597,설탕대신 알룰로스 위드 몽크프루트 830g,1,16,0.0625,"2025-04-25"
4598,한돈등갈비구이용500g,2,9,0.222222,"2025-04-25"
4599,[신선장인] 예관기 산딸기 (90g),1,10,0.1,"2025-04-25"
4600,월계수잎 20g,1,9,0.111111,"2025-04-25"
4601,밥소믈리에 레시피 가바현미 오곡 블렌딩미1kg,1,8,0.125,"2025-04-25"
4602,양파 (1.8kg),1,42,0.0238095,"2025-04-25"
4603,속초특산물 반건조생선 선물세트 5호(고등어2임연수1볼락1가자미2부세3민어2),1,8,0.125,"2025-04-25"
4604,흙대파 750g,1,55,0.0181818,"2025-04-25"
4605,와포햇살 통들깨 300gx2,1,10,0.1,"2025-04-25"
4606,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx1병,2,24,0.0833333,"2025-04-25"
4607,백설 100%통들깨들기름 320ml,1,7,0.142857,"2025-04-25"
4608,"2024년 햇참깨 1kg (국산참깨)",1,9,0.111111,"2025-04-25"
4609,스리라차 소스 450ml,1,9,0.111111,"2025-04-25"
4610,[백설] 하얀설탕 (1kg),1,14,0.0714286,"2025-04-25"
4611,친환경 감자 600g,1,7,0.142857,"2025-04-25"
4612,순후추 50g,3,30,0.1,"2025-04-25"
4613,[냉장][설성목장] 한돈 간장 불고기 300g,2,11,0.181818,"2025-04-25"
4614,[냉동][국산] 반건조 민어 (1미 230g) (소금간),3,17,0.176471,"2025-04-25"
4615,[냉동] 1등급 한우 찜갈비 선물세트 3.2kg (찜갈비 800gx4) 부직포가방 포함,1,11,0.0909091,"2025-04-25"
4616,양조식초 1.8L,1,11,0.0909091,"2025-04-25"
4617,닭가슴살 라이트 150g*3입,1,7,0.142857,"2025-04-25"
4618,[생물][국산] 손질 생병어 (중 마리),1,7,0.142857,"2025-04-25"
4619,휘핑크림 250ml,1,10,0.1,"2025-04-25"
4620,[백설] 갈색설탕 (중백당) 1kg,1,20,0.05,"2025-04-25"
4621,마니커닭다리살(정육)400g,2,10,0.2,"2025-04-25"
4622,참나물 (200g),2,6,0.333333,"2025-04-25"
4623,[냉동][국산] 손질 가자미 (500g) (소금간),4,12,0.333333,"2025-04-25"
4624,올리브유 1L,1,14,0.0714286,"2025-04-25"
4625,헬스꼬기 지방제한 호주산 소고기 다짐육 150gX5팩,1,16,0.0625,"2025-04-25"
4626,가쓰오 우동 2인(466.6g),1,10,0.1,"2025-04-25"
4627,포기 로메인 (200g),1,10,0.1,"2025-04-25"
4628,슬라이스치즈 900g,1,11,0.0909091,"2025-04-25"
4629,바나나맛 우유(240ml4개) 960ml,1,11,0.0909091,"2025-04-25"
4630,버터 450g(해동),1,10,0.1,"2025-04-25"
4631,순수천혜염 천일염 가는소금 500g,1,17,0.0588235,"2025-04-25"
4632,파슬리9g(스테인리스&유리병 용기),1,10,0.1,"2025-04-25"
4633,다채롭게 즐기는 믹스너트 500g,1,10,0.1,"2025-04-25"
4634,자연산고등어 400g,2,8,0.25,"2025-04-25"
4635,시리오 붉은강낭콩 380g,1,9,0.111111,"2025-04-25"
4636,옛날 자른 당면 500g,2,7,0.285714,"2025-04-25"
4637,무 (1입/봉),1,8,0.125,"2025-04-25"
4638,하루채소 청양고추 (60g),1,24,0.0416667,"2025-04-25"
4639,자연촌 990 맛있는 콩나물 500g,2,9,0.222222,"2025-04-25"
4640,노브랜드냉동삼겹살바로구이1KG,1,7,0.142857,"2025-04-25"
4641,프리미엄 굴소스500g,1,8,0.125,"2025-04-25"
4642,생표고버섯 (200g내외),1,10,0.1,"2025-04-25"
4643,다시마 더한 진간장 900ml,2,22,0.0909091,"2025-04-25"
4644,술픽 덕유 무주구천동머루와인 12도 750ml,1,8,0.125,"2025-04-25"
4645,행복한콩 깨끗한콩나물 380g,1,10,0.1,"2025-04-25"
4646,손질주꾸미(200g)*2팩,1,9,0.111111,"2025-04-25"
4647,반쪽 양배추 800g,1,8,0.125,"2025-04-25"
4648,올리브오일 500ml(아르베키나),1,9,0.111111,"2025-04-25"
4649,맛술 830ml(생강&매실),3,33,0.0909091,"2025-04-25"
4650,[냉동][원양] 통마리 오징어채(300g),1,9,0.111111,"2025-04-25"
4651,호주청정우 [알꼬리] 1kg(일반 아이스박스 포장),1,9,0.111111,"2025-04-25"
4652,월계수잎 20g(파우치),1,9,0.111111,"2025-04-25"
4653,사조 샐러드(살사) 닭가슴살 135g*4입,1,7,0.142857,"2025-04-25"
4654,멸치액젓 500g,1,27,0.037037,"2025-04-25"
4655,[뉴질랜드산] 루비레드키위 (9~12입 800g),1,10,0.1,"2025-04-25"
4656,[냉동][인도] 킹 칵테일 새우살 (26-30) (450g),1,7,0.142857,"2025-04-25"
4657,어울림 건강차 2종 보틀 선물세트 3호 (우엉차팥차),1,8,0.125,"2025-04-25"
4658,[물맛남] 품질보장 통영 당일작업 생굴 2kg,2,7,0.285714,"2025-04-25"
4659,양조간장 701 500ml,1,17,0.0588235,"2025-04-25"
4660,[냉동][국산] 반건조 꽃돔 (330g),1,9,0.111111,"2025-04-25"
4661,무농약 찰기많은 혼합8곡 2kg,1,9,0.111111,"2025-04-25"
4662,하우스 햇 감자 (1kg),1,10,0.1,"2025-04-25"
4663,사골육수 500g,1,10,0.1,"2025-04-25"
4664,오천년의 신비 국산 꽃소금 (천일염) 400g,2,14,0.142857,"2025-04-25"
4665,고소한들기름막국수167g,2,9,0.222222,"2025-04-25"
4666,수제망 햇 양파 (1.8kg내외/망),2,42,0.047619,"2025-04-25"
4667,백설 참치액 진 더 풍부한 맛 500g,3,33,0.0909091,"2025-04-25"
4668,제주 한라봉 고급 선물세트 3kg (큰봉/7-11과),1,11,0.0909091,"2025-04-25"
4669,국산콩두부300g*2입,1,11,0.0909091,"2025-04-25"
4670,국산 찰수수 1kg (500gx2봉),1,9,0.111111,"2025-04-25"
4671,백운주가 청수 오복 차례주 13도 700ml 살균약주,1,10,0.1,"2025-04-25"
4672,서울우유 연유 500g,1,9,0.111111,"2025-04-25"
4673,피넛버터 크런치 340g,1,9,0.111111,"2025-04-25"
4674,중력밀가루 1kg,1,8,0.125,"2025-04-25"
4675,매운 건고추(봉),1,9,0.111111,"2025-04-25"
4676,볶음깨소금 250g,1,17,0.0588235,"2025-04-25"
4677,[프리미엄]사랑가득 아모르 과일 선물 혼합세트 S1 8종 4.3kg내외,1,11,0.0909091,"2025-04-25"
4678,생강가루 55g,1,28,0.0357143,"2025-04-25"
4679,백설 맛술 800ml(생강),1,47,0.0212766,"2025-04-25"
4680,통흑후추 그라인더 65g,2,33,0.0606061,"2025-04-25"
4681,고소한참기름320ml(병),2,22,0.0909091,"2025-04-25"
4682,갈아만든배 340ml,1,10,0.1,"2025-04-25"
4683,한가득 표고버섯 (팩),1,9,0.111111,"2025-04-25"
4684,냉동 척아이롤 소고기 국거리 1.2kg,1,14,0.0714286,"2025-04-25"
4685,소소한하루 당근(봉),1,9,0.111111,"2025-04-25"
4686,스위트콘 340g,1,10,0.1,"2025-04-25"
4687,[무료배송] 광동 진생강쌍화 100ml x 20병,1,9,0.111111,"2025-04-25"
4688,시골참기름 300ml(병),1,17,0.0588235,"2025-04-25"
4689,헬스꼬기 지방제한 호주산 소고기 다짐육 500gX2팩,1,7,0.142857,"2025-04-25"
4690,[페루산] 바로 먹는 후숙 아보카도 (3~4입 600g),1,8,0.125,"2025-04-25"
4691,보꼬네 모짜렐라 보코치니 100g,1,10,0.1,"2025-04-25"
4692,오리지널마요네즈430ml,1,10,0.1,"2025-04-25"
4693,[냉장][노르웨이] 소금간 붉은볼락 (대 마리),1,12,0.0833333,"2025-04-25"
4694,지리산 건 고사리 말린 고사리 100g,1,8,0.125,"2025-04-25"
4695,국산 껍질벗긴 들깨가루 200g,1,14,0.0714286,"2025-04-25"
4696,생강&매실 맛술830ml,2,39,0.0512821,"2025-04-25"
4697,미원 맛소금 95g,1,15,0.0666667,"2025-04-25"
4698,볶음참깨 200g,1,9,0.111111,"2025-04-25"
4699,호주 프리미엄 양고기 큐브 양고기 500g,1,9,0.111111,"2025-04-25"
4700,돌 파인애플 슬라이스 439g,1,10,0.1,"2025-04-25"
4701,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx5병,1,24,0.0416667,"2025-04-25"
4702,백설 하선정 서해안 까나리 액젓 800g,1,7,0.142857,"2025-04-25"
4703,국산 무농약 전주콩나물 340g+60g,1,7,0.142857,"2025-04-25"
4704,친환경 당근 500g,1,10,0.1,"2025-04-25"
4705,무항생제 닭 (볶음탕용) (800g),1,10,0.1,"2025-04-25"
4706,신선한 남해 노지 초벌부추 300g,1,7,0.142857,"2025-04-25"
4707,청홍피망 2입/봉,1,9,0.111111,"2025-04-25"
4708,무농약 찹쌀가루 500g,1,9,0.111111,"2025-04-25"
4709,냉동차돌박이 바로구이 600g,1,8,0.125,"2025-04-25"
4710,이금기 팬더굴소스 510G,1,9,0.111111,"2025-04-25"
4711,두번달여더진한 진간장 1.7L,1,24,0.0416667,"2025-04-25"
4712,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,2,16,0.125,"2025-04-26"
4713,오뚜기 초간편 감자전 믹스 1200g 1개,2,9,0.222222,"2025-04-26"
4714,"3분간편 통영멸치 볶음 만들기 (220g)",1,9,0.111111,"2025-04-26"
4715,생강가루 55g,3,25,0.12,"2025-04-26"
4716,소소한하루 양파,4,33,0.121212,"2025-04-26"
4717,진간장금F3 500ml,2,11,0.181818,"2025-04-26"
4718,흙대파 750g,8,54,0.148148,"2025-04-26"
4719,정성깃든된장 1kg,2,8,0.25,"2025-04-26"
4720,[백설] 하얀설탕 (1kg),3,13,0.230769,"2025-04-26"
4721,[냉장][설성목장] 한돈 고추장 불고기 300g,3,8,0.375,"2025-04-26"
4722,튜브형 다진마늘 80g,9,61,0.147541,"2025-04-26"
4723,국내산 손질 닭발 뼈있는 닭발 통닭발 1kg 냉동,1,10,0.1,"2025-04-26"
4724,양파 (1.8kg),2,41,0.0487805,"2025-04-26"
4725,국산콩 콩나물 300g,1,9,0.111111,"2025-04-26"
4726,프리미엄 굴소스500g,1,7,0.142857,"2025-04-26"
4727,제주산 다진마늘 260g,3,45,0.0666667,"2025-04-26"
4728,통흑후추 그라인더 65g,2,31,0.0645161,"2025-04-26"
4729,푸드맛남 순수 저온압착 참기름350ml+들기름350ml 총2병[35127587],3,21,0.142857,"2025-04-26"
4730,친환경 양파 1kg,5,26,0.192308,"2025-04-26"
4731,참깨 흑임자 드레싱 (220g),1,9,0.111111,"2025-04-26"
4732,양조간장 701 500ml,2,16,0.125,"2025-04-26"
4733,강원 브로콜리 (1입),1,9,0.111111,"2025-04-26"
4734,소소한하루 당근(봉),2,8,0.25,"2025-04-26"
4735,미나리 (200g),1,9,0.111111,"2025-04-26"
4736,한끼에 하나씩 양배추 (통),1,7,0.142857,"2025-04-26"
4737,청양고추 (150g),4,22,0.181818,"2025-04-26"
4738,깔끔 손질 새송이버섯 (300g),1,8,0.125,"2025-04-26"
4739,동원참치액 진 500g,6,47,0.12766,"2025-04-26"
4740,난이생생 계란 15개입 (왕란 1020g),2,17,0.117647,"2025-04-26"
4741,하루채소 대파 (200g),8,63,0.126984,"2025-04-26"
4742,백설 고깃집 된장찌개양념 130g,1,7,0.142857,"2025-04-26"
4743,하우스 햇 감자 (1kg),1,9,0.111111,"2025-04-26"
4744,친환경 애호박 1개 (150g내외),3,12,0.25,"2025-04-26"
4745,수제망 햇 양파 (1.8kg내외/망),5,40,0.125,"2025-04-26"
4746,[프리미엄]사랑가득 아모르 과일 선물 혼합세트 S1 8종 4.3kg내외,1,10,0.1,"2025-04-26"
4747,백설 참치액 진 더 풍부한 맛 500g,7,51,0.137255,"2025-04-26"
4748,I`mperfect 향이 가득한 표고버섯 (500g),1,8,0.125,"2025-04-26"
4749,국산고춧가루 190g,3,20,0.15,"2025-04-26"
4750,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,6,54,0.111111,"2025-04-26"
4751,양념치킨소스 490G,1,10,0.1,"2025-04-26"
4752,[냉동][국산] 비단가리비살 (200g),1,10,0.1,"2025-04-26"
4753,파머스픽 파프리카 (3입),1,8,0.125,"2025-04-26"
4754,간편한감자전믹스 200g,1,11,0.0909091,"2025-04-26"
4755,[생물][국산] 남해안 바지락 (300g),1,7,0.142857,"2025-04-26"
4756,국산 건표고버섯(슬라이스) 500g,4,9,0.444444,"2025-04-26"
4757,Im perfect 대파 900g,3,64,0.046875,"2025-04-26"
4758,백설 자일로스설탕(갈색) 1kg,1,16,0.0625,"2025-04-26"
4759,양반 구운 김밥김 (10매) (22g),2,7,0.285714,"2025-04-26"
4760,국산 참기름 250ml,3,17,0.176471,"2025-04-26"
4761,식용유1.8L,3,25,0.12,"2025-04-26"
4762,샘표 새미네부엌 부추파김치양념 120g,1,11,0.0909091,"2025-04-26"
4763,얼갈이 (1.2kg),1,10,0.1,"2025-04-26"
4764,순후추 50g,3,27,0.111111,"2025-04-26"
4765,우포의 아침 순수요리용 청주 미청 14도 1.5L 무가당,1,9,0.111111,"2025-04-26"
4766,[냉동][호주산] 양지&척롤 샤브샤브 반반팩 (400g),1,7,0.142857,"2025-04-26"
4767,두번달여더진한 진간장 1.7L,2,23,0.0869565,"2025-04-26"
4768,[냉장][김해축협] 한돈 고추장 제육볶음 1000g,1,8,0.125,"2025-04-26"
4769,맛술 830ml(생강&매실),3,30,0.1,"2025-04-26"
4770,백설 100%통참깨참기름 320ml,1,23,0.0434783,"2025-04-26"
4771,향이 진한 다진마늘 (200g),5,46,0.108696,"2025-04-26"
4772,고춧가루 1kg,1,17,0.0588235,"2025-04-26"
4773,어울림 건강차 2종 선물세트 2호 (돼지감자차여주차),1,10,0.1,"2025-04-26"
4774,[냉장][노르웨이] 소금간 붉은볼락 (대 마리),2,11,0.181818,"2025-04-26"
4775,평양물냉면 육수 290ml,1,10,0.1,"2025-04-26"
4776,행복한콩 깨끗한콩나물 380g,2,9,0.222222,"2025-04-26"
4777,설탕대신 알룰로스 위드 몽크프루트 830g,2,25,0.08,"2025-04-26"
4778,유명산지 감자 (1kg),1,11,0.0909091,"2025-04-26"
4779,순후추 100g,3,58,0.0517241,"2025-04-26"
4780,진간장 금F3 860ml,1,10,0.1,"2025-04-26"
4781,소금을 넣지 않은 쿠킹버터 450g,3,20,0.15,"2025-04-26"
4782,[물맛남] 귀한 생물 활 주꾸미 1kg 15미내외,1,10,0.1,"2025-04-26"
4783,양조식초 900ml,1,10,0.1,"2025-04-26"
4784,씻어나온 국산 고춧가루 200g,2,18,0.111111,"2025-04-26"
4785,냉장 닭다리살(정육) (500g),2,8,0.25,"2025-04-26"
4786,국산의힘 세발나물 (200g),1,8,0.125,"2025-04-26"
